,log2FoldChange
ADGRG7,0
KLHL33,0
ZNF91,2
ZNF565,2
CRAMP1,2
FCRLB,1
FYB1,0
SCUBE3,1
ZNF117,2
FMO1,1
CIART,0
VPS39,2
FAM43B,0
ABHD2,2
C15ORF62,2
AP5B1,2
GUK1,2
DMP1,1
NDUFV2,2
LUC7L2,2
TCTEX1D2,2
PLEKHH2,0
ZNF84,2
SPIN3,1
TUBA4B,1
TKFC,2
CACNA1C,0
PROCA1,2
PAIP1,2
MLLT1,2
RPS27A,2
PSMD6,2
NMRK1,2
CTSW,0
ENKUR,0
B4GAT1,2
OR5K2,0
RNPEP,2
EIF1AX,2
MFSD13A,2
FAM173A,2
SNX18,2
CTTNBP2,1
BHLHA15,0
CELA3B,0
LOX,1
PSMA8,0
OSGIN2,2
RRP36,2
SYNGR4,1
USP8,2
PRKCA,2
FOXO6,1
CD59,2
CASKIN2,2
NKAP,2
PPP6C,2
KRTCAP3,2
PARD3B,2
PTGDR,0
AZI2,2
MFSD2B,2
BORCS7,2
MTRNR2L1,0
IVL,1
SLC35A2,2
RGL4,2
MAD1L1,2
MCAT,2
DOK2,2
ZBTB25,2
DHRS1,2
ANKRD22,2
PTPRC,0
TRAPPC2L,2
BIK,2
OCIAD2,2
CD70,1
SRP72,2
PLEKHM3,2
FBXL19,2
WDR73,2
PLPP6,2
MON1A,2
MRNIP,2
MAP3K11,2
TLX2,0
HOXA9,2
CGB5,1
LDLRAD1,1
DBNDD2,2
POLR3H,2
C21ORF58,2
ANKS1A,2
FCRL1,0
TIMM44,2
ADAM11,0
PIGR,0
GNG13,0
MDFIC,2
CD69,0
POFUT1,2
RBP3,1
PTGIS,0
SNX32,2
MDGA1,0
CDH7,1
PAX2,1
HTR3B,0
ESPN,0
RAI1,2
SVOPL,0
IRAK1BP1,2
PCYOX1L,2
MAPKAPK5,2
MEGF8,2
PARP1,2
FAM169A,1
MBD5,2
MITD1,2
IFT140,2
ARMCX5,2
SOBP,0
NR1H2,2
LDHA,2
FANCD2OS,1
AREL1,2
FOXC1,1
C10ORF95,2
AC009014.1,0
ASB4,1
NDUFB3,2
APEX2,2
ACAD10,2
ATP7B,2
LCE1E,1
ITGAX,1
TMEM115,2
THSD7A,0
C1QTNF6,2
IL36G,1
HEYL,2
IQGAP1,2
CD200R1L,1
FBXL16,1
RPL32,2
ANKRD36B,2
SRSF1,2
IFT52,2
ORMDL1,2
SVOP,0
C18ORF8,2
RNF167,2
BTBD11,1
ELFN2,1
SERTAD3,2
GABRB1,1
CD14,2
INTS1,2
NEDD1,2
RETN,1
FCRL5,0
CLDN6,1
ARL16,2
BORCS5,2
DIS3L2,2
USP44,0
STAT3,2
SLC18A3,0
MAP7D1,2
SEMG2,1
RPLP2,2
DEK,2
MAST4,2
RBFOX2,2
CALR,2
CAMK2N2,1
TTC39C,2
DLG1,2
MT1HL1,0
KCNK15,1
ZBED2,1
REM1,2
DYNLRB1,2
POFUT2,2
FBXO27,0
RBM3,2
SLC16A13,2
SNRNP200,2
TMEM63C,0
NOTO,0
ZNF12,2
PIWIL4,2
CD24,2
MIGA1,2
SLC4A9,0
MYADM,2
USHBP1,2
HLA-E,2
MYLPF,1
USP40,2
PLK5,1
PPIL3,2
KDM6A,2
SRXN1,2
ZZZ3,2
HRH1,2
HNRNPF,2
TGOLN2,2
MRC1,0
DLK2,2
MMP15,2
HIST1H2BI,1
LRRC23,2
ACAD9,2
YIF1A,2
DISP1,2
ZSWIM8,2
UBE4A,2
HEPACAM,0
FGF13,0
TMEM68,2
PTK2,2
C3ORF35,2
HPD,2
HIST1H4D,1
ARL6IP6,2
GSPT1,2
SLC1A2,0
CAMKK2,2
APOL6,2
PYGO1,0
HEBP1,2
TBC1D29,1
OSTF1,2
AZIN2,2
CDKAL1,2
RBP1,1
FARP1,2
FAM156A,2
SNIP1,2
RORA,2
TLR1,0
LTB,2
SYTL3,2
ARHGAP9,2
NEK3,2
RPRM,0
FSCN2,2
AMBRA1,2
PARVB,2
EP300,2
KCNA10,1
AP4S1,2
MTTP,1
RASSF8,0
IFNAR1,2
SNAPC1,2
TJP1,2
NBPF15,2
WDR47,2
CYCS,2
SHD,2
TMEM208,2
C2ORF80,0
MED11,2
ACOX3,2
ATP6V0A1,2
ASB13,2
CERS1,0
C16ORF95,2
MMP25,0
APOBEC2,0
ING5,2
TMEM33,2
CANT1,2
PTPN13,1
MTA2,2
SIDT1,2
FOXG1,1
CARTPT,0
BECN1,2
EPHA3,0
MED7,2
SHC4,0
ZDHHC22,0
TNPO3,2
KIF17,2
IL17RB,2
CUTA,2
HOXD3,0
SRSF9,2
FBLN2,0
TSLP,0
SH3BP5L,2
THBS4,0
PAQR7,2
C4BPB,1
CCDC124,2
PNPLA7,2
SPTLC3,0
SFXN5,2
CYP4Z1,1
ZBED8,2
STOX1,1
ATXN7,2
ZNF439,0
TMEM184C,2
ACTL8,1
KLHL4,0
CYTH4,2
VARS2,2
PNRC1,2
IMMT,2
MBD2,2
DALRD3,2
TFIP11,2
PRR15,2
GPR171,0
CBWD3,2
EVL,2
FGF23,1
ZMYND8,2
RIBC1,2
CNDP2,2
COA4,2
CD28,2
ROMO1,2
PPARG,2
TMEM35B,2
TSPO2,1
NLN,2
CYP27A1,2
HELB,2
CHI3L2,0
MYOZ2,0
PSD3,2
TRAT1,0
HDAC3,2
PIGN,2
CCRL2,2
CECR2,1
CCR7,0
TNR,0
PHF5A,2
SRSF3,2
KRT34,1
ZNF503,2
PNMA5,1
PKD1L3,1
MAGED2,2
METTL27,1
ZRANB1,2
TLR6,2
CCDC24,2
IL1B,1
EZR,2
OSGEPL1,2
PHF20L1,2
BFAR,2
CSF3,1
TIMD4,0
CAMK1,2
ANO1,1
ERCC8,2
SMYD4,2
CMC2,2
ECSCR,2
CLHC1,2
MFSD6L,0
TRPA1,0
CEACAM3,0
APPBP2,2
SH3D19,2
RASSF5,2
TMEM61,0
POLR2C,2
RIF1,2
ZNF600,2
NECAB2,0
CKLF-CMTM1,2
RPS11,2
SPAG7,2
EVX2,0
AC092718.3,2
PIH1D2,2
CXCL13,0
CNTD1,2
BCAP29,2
KL,0
CHD6,2
GPR12,0
TNFRSF4,2
LIX1,0
SUPT7L,2
SMC1B,1
EPS8L1,2
NUDT12,2
DENND4B,2
ACTR10,2
ZDHHC11,1
BATF,1
OPRD1,1
AKAP10,2
RGL3,1
RGCC,2
ARHGAP8,2
ZNF440,2
PAX7,1
LENG8,2
IL13RA2,1
GPRC6A,1
POLR3GL,2
ECEL1,1
HYI,2
ABR,2
SPON1,0
P2RX5-TAX1BP3,2
COMMD7,2
PKN1,2
IGFN1,1
EPB41L2,2
DPY19L2,0
HLA-DOB,0
CD300LG,0
MORN4,2
MCOLN1,2
MUTYH,2
BSPRY,2
THRSP,0
MAVS,2
PRPF18,2
REG1A,1
SCAMP5,2
CLCA1,0
ALKBH5,2
CTBS,2
HMGB1,2
REPIN1,2
PTS,2
KNG1,0
UBE3C,2
PAXBP1,2
SCYL2,2
CCDC33,1
UAP1L1,2
USP19,2
LUC7L3,2
CEP152,2
EIF1AD,2
RAI2,0
HHATL,0
ZBTB24,2
TEPSIN,2
APOC4-APOC2,1
PODN,0
TENM1,0
C11ORF49,2
RXFP3,1
GPR174,0
KLRG1,2
SCNN1A,2
SEMA5B,2
RBM43,2
NPRL2,2
CHURC1,2
SRP14,2
ZG16B,2
GLCCI1,2
CAPN9,0
VWA1,2
POSTN,1
RALBP1,2
PIP5KL1,1
TMEM19,2
TOGARAM1,2
FOCAD,2
BCKDHA,2
ZNF24,2
PITRM1,2
UFSP2,2
TBC1D8,2
MPV17L2,2
RADIL,0
TTC9C,2
HMGB2,2
SLC35A5,2
ALDH2,2
SAP18,2
ATP5O,2
MAN2B2,2
KCNAB2,2
SPOPL,2
COQ7,2
RBM17,2
MAPRE2,2
DNAJB14,2
HNF1B,2
ZNF347,2
CDH4,1
SLC6A3,1
DDT,2
EFNA5,0
EPS15,2
DNAJC4,2
AKAP7,2
KLHL5,2
SMPX,0
ANKRD36C,1
SCAND1,2
AKAP8,2
SPRN,2
KLF1,1
GRAMD2A,2
SRGAP1,2
HOXC13,1
SDC4,2
ECHS1,2
CASP4,2
TFF1,1
NIPA2,2
MROH8,2
ZNF92,2
SRSF11,2
NCDN,2
MRPS15,2
MRM1,2
NSF,2
ODF3L2,1
ATP13A1,2
PRR4,2
ATE1,2
PSMA3,2
BCAS4,2
EGLN3,2
ZNF432,2
HCK,2
PTGFR,0
ZFP82,0
OAS3,2
ADAMTS4,1
PTPN22,2
NCAM2,0
SLC25A53,2
DOCK8,2
PPIF,2
KCTD8,0
TRIM61,0
TSFM,2
UMODL1,1
ATXN2,2
PAX5,0
HGFAC,1
MRPL48,2
RPA4,1
UBE2M,2
SETD3,2
TAS2R5,2
TBCB,2
DDX60L,2
TMEM242,2
OR2L13,0
LCN1,1
TICAM1,2
GRID1,2
CGB7,1
FDPS,2
RIC1,2
AFTPH,2
DROSHA,2
ITLN1,0
NFIC,2
AHI1,2
SYNE2,2
FFAR1,0
TUBE1,2
PM20D1,0
PHLPP1,2
ALDOC,2
AEBP2,2
FADS6,0
SPATA5L1,2
MSC,2
FAM120A,2
ZNF549,0
DQX1,0
HGD,0
CXORF38,2
ITGB1BP1,2
LRP3,2
FGF16,0
SEC16B,2
KCTD6,2
GPR182,0
CCDC47,2
TTC30B,2
RPS14,2
MDM1,2
SBDS,2
MRPL53,2
ZNF138,2
RBM14,2
AAK1,2
DDOST,2
GMPR,1
KCNG1,0
LGALS12,0
LIPA,2
DAAM1,2
SNX8,2
NPDC1,2
DPH3,2
ENTPD4,2
PDXDC1,2
CD38,0
OR2W3,0
TMSB10,2
GLUD1,2
MYOZ3,0
MBD1,2
RPS6KA6,0
PPIL6,2
AC087289.3,1
GNE,2
CNOT11,2
LYRM7,2
ZNF654,2
SMIM31,0
ZDHHC3,2
C20ORF85,1
PCDHGC4,0
HNRNPA3,2
PDE6B,2
CKM,0
GORASP2,2
HS3ST3A1,1
GLCE,2
ESF1,2
RNF144A,2
ZNF391,2
ERVV-2,1
SAT2,2
LTB4R2,2
GABPA,2
ETS1,2
TBC1D13,2
STK17A,2
TXNDC5,2
ZNF219,2
TRMT61B,2
SPNS1,2
CD163,0
LCP1,2
P2RX7,2
KCTD16,1
GFY,1
GJB7,1
NFKBIE,2
SLN,1
HSPA1L,2
SURF6,2
E2F2,2
KHDRBS1,2
ICA1L,2
DEFB4A,1
CHD4,2
ZSCAN31,2
NCOA5,2
SSH2,2
ADAM17,2
CD300LD,1
ZNF208,0
USP27X,2
ANKRD20A4,0
ZDBF2,0
ROCK1,2
ZNF385D,0
INTS14,2
PARP8,2
RUSC1,2
UBE2L5P,2
CMTM1,2
CARS,2
ZMYM5,2
SLC6A8,0
RAD23B,2
SEMA3B,2
AC068896.1,2
COL9A2,1
OXGR1,1
PCDH15,0
SAMD4B,2
ZNF354C,0
AFF2,0
CD63,2
STAC,0
YAP1,2
ELOB,2
ROR2,0
RNF19B,2
ZDHHC20,2
PRDM10,2
CAVIN4,2
MYH3,2
NSMAF,2
COL26A1,1
SFI1,2
HPCA,2
1-Mar,2
ZCCHC4,2
HOXD4,0
AGMAT,2
NOL9,2
TYR,1
FOXL2,1
IL17RC,2
SOHLH1,1
ZNF765,2
HEY1,2
CHML,2
HOXC6,1
MCC,2
PPT1,2
GOLGA8A,1
SPECC1L-ADORA2A,2
3-Mar,2
CFI,2
ANO2,2
LIPJ,0
LYZ,1
PCDHB4,0
BANP,2
ADM2,2
LRCH3,2
CTXN2,0
GCNA,2
FLII,2
ZNF75A,2
ZNF382,2
PACSIN3,2
PIM3,2
TMEM154,2
RWDD2A,2
C1ORF56,2
EVA1B,2
FAM47E-STBD1,0
SF3B4,2
POLL,2
NGF,0
CKB,0
XAB2,2
PDGFRB,2
BIRC2,2
ZNF804A,0
LY96,2
ZMYM2,2
C1ORF162,2
RCBTB2,2
ERI3,2
GET4,2
C8ORF37,2
PTCRA,0
DTX1,2
TNFSF8,0
PXN,2
CYB5A,2
ANO6,2
FAM159B,1
PTPRB,2
SMPDL3B,2
COQ9,2
KCND3,0
MAGEB5,1
KCNE5,1
GPR87,1
PCDHB1,0
ZC3H3,2
STK26,2
PLAT,2
PPP2R5E,2
POMK,2
DMXL2,2
NEPRO,2
OSGIN1,2
PALM2-AKAP2,1
MATK,0
NGDN,2
HPS3,2
DHDH,1
TADA3,2
CYP46A1,2
YY1AP1,2
ASCL1,0
PARD6B,2
STARD13,2
KIAA1191,2
UBA7,2
ZFYVE26,2
ZC3H12A,2
DTWD2,2
IGSF5,0
PANX1,2
PHYHIP,0
ABHD11,2
STRN3,2
ANKRD36,2
C5ORF56,2
VIM,2
SERTAD1,2
TPGS1,1
MTUS2,0
ARFIP1,2
MRPL15,2
FHOD1,2
TLR5,2
RPL27A,2
LPGAT1,2
COL9A1,1
CCDC89,2
AOC2,2
PCDH18,2
RTL8B,2
NFYB,2
TTC33,2
OR5M11,1
SLC16A4,2
DDX47,2
CHRND,1
C11ORF65,2
LRRC17,2
MASP2,2
ZMYND12,2
ZNF517,2
JAKMIP3,0
NKX2-8,1
SHQ1,2
UPP1,2
FIG4,2
RRP8,2
FMO2,0
BAG1,2
CELA3A,0
SLC22A31,1
SOWAHC,2
KLRC1,0
TRIM38,2
GPR39,2
PIK3R1,2
LAMA2,0
NR1D1,2
SMN1,2
ANO4,0
ARID4A,2
ZMYND10,1
PCDHA3,0
LYN,2
IL17F,1
CDH1,2
GPX4,2
GDF7,0
NFYC,2
PPP4C,2
AC092042.3,0
IKBKB,2
FAM19A4,0
LRRC8C,2
SP140,0
STEAP4,0
MOV10L1,1
AC138969.1,2
TIMM23B,2
SPATA13,2
METTL12,2
TIMM13,2
AP4M1,2
HOXB6,2
ATG101,2
EN1,1
AC009336.2,0
SGK3,2
ZNF655,2
CSRNP1,2
TPCN1,2
PAIP2B,2
HRASLS5,0
EHD1,2
LSMEM2,0
QTRT1,2
MXRA5,1
MFNG,2
KRT8,2
CDRT1,1
MCL1,2
ADAM19,2
CDCA7L,2
FMO3,2
CHMP5,2
FOXJ3,2
OBSCN,2
CLTCL1,2
NCKAP5L,2
AMHR2,0
KRT40,1
LY75-CD302,0
POLRMT,2
THUMPD3,2
TAPBPL,2
ZNF287,2
OLAH,1
SNRNP48,2
TICAM2,2
ISYNA1,1
SH3RF2,2
SGTA,2
METTL23,2
HEPH,2
FGF21,1
XRN1,2
LIN28A,1
ZSWIM7,2
TRDN,0
BEND6,0
PTGER3,0
ABL2,2
CCDC121,2
MLF2,2
GPC1,2
RTN3,2
C5ORF52,0
SAMSN1,2
ARL3,2
ZDHHC5,2
MT4,1
ADAM23,2
RSPO3,0
CLEC1A,2
AAMDC,2
EIF2B4,2
MTX1,2
COQ6,2
C16ORF70,2
CCDC71L,2
UBR1,2
NAA50,2
HCST,2
FRMD4A,2
GEM,2
HIST1H2BO,1
A2ML1,1
WTH3DI,0
TMEM106A,2
C14ORF180,0
NR2C2,2
NAXE,2
ADAM15,2
PRAG1,2
H3F3C,1
GSS,2
C19ORF71,2
ISG20,2
RPS9,2
MED18,2
POLR2K,2
CTDP1,2
TRIP11,2
POLDIP3,2
REV3L,2
RBP4,1
ELMO2,2
PLPPR5,0
LETMD1,2
ENPP4,2
ANKRD31,1
RPL10,2
SZT2,2
EMP3,2
NR1I3,2
ZNF273,2
ZNF184,2
CCDC130,2
LARP4,2
CCL3,1
SKA2,2
CDC42EP2,2
ERI1,2
UROS,2
PTK6,2
CAPS,2
C1ORF167,0
TUBGCP4,2
DHRS7,2
TYW5,2
SLC24A2,1
DEAF1,2
TSHR,0
CDSN,1
UGT1A3,0
ATPAF1,2
DNAH6,2
AC107871.1,1
CCT6B,2
MEIG1,1
LDHAL6B,0
ERVV-1,1
DDX58,2
CAMP,0
RNF135,2
CD226,2
SLC25A26,2
HIST2H2AB,1
SPAG4,2
PAX3,1
STON2,2
NRARP,2
CLTB,2
ANKRD62,0
PRPF38B,2
GYG2,2
GSTO2,2
PHB,2
DHH,2
SAG,0
EEF1B2,2
LIMS1,2
DESI2,2
FBLN7,2
UGGT1,2
GPR55,0
COX8A,2
LAT2,2
MUC12,0
MROH2B,0
RCC1L,2
RABEP1,2
ECM1,2
POMGNT2,2
KMT2B,2
C1GALT1,2
ZGLP1,2
IFNGR2,2
NRCAM,1
RPE,2
ACVR1B,2
ANGPTL6,2
ZNF621,2
APOLD1,1
ST8SIA6,0
TMEM151A,1
CCDC154,1
SUMF2,2
DDX50,2
PARK7,2
CDKN2C,2
GIN1,2
CLEC2D,2
CLTC,2
RANBP3L,0
ESRRA,2
SH3TC1,2
ZMYND11,2
CNNM3,2
PKN3,2
CHMP7,2
SLC22A2,1
PEX7,2
ZNF16,2
FAM171B,2
NR5A1,1
WIZ,2
HIST1H3B,1
MUC4,0
SRFBP1,2
ZKSCAN5,2
TM4SF4,1
AC068580.4,2
IVNS1ABP,2
TMPRSS11E,1
CRBN,2
ASH1L,2
C6,0
MYL12A,2
DDRGK1,2
MXD4,2
MRPL42,2
FAM168A,2
ANKDD1A,2
MCCC2,2
HSD3B7,2
PPCS,2
DHRS4,2
TCF4,2
MAK,2
MAGEA4,1
KBTBD13,0
MROH1,2
MTRF1L,2
MGAT1,2
SPIDR,2
HNRNPL,2
UNG,2
EHD4,2
LSAMP,2
KRR1,2
GPAT4,2
COL17A1,0
ZMYM1,2
TBX3,2
FAM216B,0
SCNM1,2
IRS2,2
UFM1,2
ENTPD6,2
AL136295.5,2
CNDP1,1
KANSL1L,2
SDHC,2
TTLL3,2
HNRNPM,2
RPL23A,2
GPR26,0
DWORF,1
KCNB2,0
BTF3,2
IDUA,2
OTP,1
STAR,0
HNRNPC,2
CCDC22,2
CLIC4,2
RPAIN,2
C8ORF59,2
WNT7A,1
NCAPH2,2
CTC1,2
AC134669.2,0
CHD5,0
CBWD1,2
C16ORF72,2
AKIRIN1,2
AP3B2,0
SNRPN,2
VEPH1,0
ATXN1,2
SFR1,2
PSAPL1,1
TMEM70,2
EPGN,1
ABHD10,2
ODF3B,2
HHEX,2
C1ORF74,2
AXIN1,2
PDK3,2
OSCAR,2
TRA2B,2
JRK,2
ALDH1B1,2
PIEZO2,2
WDR83,2
PCGF3,2
FBXL8,2
SEC31A,2
CYHR1,2
SLC25A11,2
HIPK1,2
CPVL,2
HSDL1,2
SNX11,2
FGF9,0
VHL,2
SLC35F6,2
TSHB,0
NELFE,2
CHST1,2
RPSA,2
UBE2R2,2
GPC6,2
PIR,2
LYPLA1,2
MINOS1,2
PMS2,2
PARP10,2
FUBP1,2
AQP12A,0
SREBF2,2
GABARAPL2,2
NME2,2
IL23R,2
POTEF,1
SAMD14,2
NDNF,0
IFI44,2
GEMIN2,2
SMOC1,1
PDE4C,0
AGO1,2
PFKFB2,2
RPS20,2
GEMIN7,2
HUWE1,2
HOXB3,2
REEP3,2
MAP3K19,0
ALG1L2,2
CD8A,0
TIGAR,2
RPP25,2
DDX23,2
XKR9,1
MUC15,1
EMILIN1,2
ENDOU,0
GRIK2,0
LACTB,2
CDC20B,1
FABP4,0
FZD9,1
USP14,2
TSPOAP1,1
UPK3A,1
KIF22,2
TMEM178B,1
EDEM2,2
NRXN2,0
CCNH,2
GH1,0
CA6,1
ANKRD55,0
ENTPD2,2
TMEM240,2
MANBAL,2
GATAD1,2
CFAP46,1
NKX2-5,1
ORAI1,2
PLA2G4D,1
FP565260.7,2
ARID3B,2
STX8,2
UST,0
TTLL2,2
CSRNP3,0
QRFP,2
SYCP2,1
ASAH2B,2
HUNK,1
PIN4,2
DCUN1D3,2
METTL14,2
SMIM5,2
C3ORF80,2
SHISA7,0
EPHB1,1
TGFBR3L,0
BCL11B,2
TPP1,2
SF3B1,2
USH2A,1
KCNRG,2
RASAL1,1
RPP38,2
KRT74,1
IL1RL2,1
EBF4,2
TNFRSF19,1
TRIM58,0
SLC35B1,2
PFN4,2
LIN54,2
MPC2,2
GOLT1B,2
PITPNA,2
LIPI,0
C16ORF86,2
MAPK13,2
SYT6,0
FOXN2,2
SLX4IP,2
LIPT2,2
ERGIC1,2
PRKRA,2
MGAT4B,2
XKR5,1
PLXDC1,2
HIST2H3D,1
PRODH,1
MOSPD3,2
ABCG5,1
CCDC14,2
COL4A5,0
SETD1A,2
IRX6,0
INVS,2
ACP7,1
CCDC58,2
DYNC2H1,2
LETM2,2
C22ORF15,2
RND3,2
NEURL1,0
SMIM12,2
L1CAM,0
SSR1,2
ZNF483,0
KLK1,0
WWOX,2
CRCP,2
PDCD7,2
HSD17B12,2
ZNF764,2
KATNA1,2
OAZ2,2
CEACAM21,2
AP1S2,2
MCAM,2
HIST1H2AJ,1
PRRC2A,2
ACSM1,2
TOX2,2
ANP32E,2
PIK3R6,2
PIP4K2A,2
ADARB1,2
SRR,2
ZNF337,2
SCYL3,2
FAM221A,2
ALPK2,2
HIST1H2BN,1
CDH18,0
SPIN2B,2
ZFYVE27,2
ANKRD6,2
ZNF35,2
RALGPS1,2
TMEM78,1
VWCE,1
FAM205C,0
CTSZ,2
OCA2,1
TMEM169,2
ECD,2
RHNO1,2
ZNF281,2
RAB11FIP3,2
SLC22A12,1
SP110,2
NBPF20,2
SAFB,2
CLIP1,2
TFAP2B,0
FBXO18,2
AVIL,2
SLC5A1,2
MYL2,0
HELQ,2
IPP,2
EZH1,2
MUC17,1
NIPSNAP1,2
DRD4,2
LOXL1,2
MRGPRX2,0
SRRM4,0
CHFR,2
CLN8,2
ARAP3,2
SIGLEC10,2
ZNF727,0
CCDC186,2
TP53,2
FAM171A1,2
OSTN,0
ARPC4-TTLL3,2
CEP76,2
EIF5A,2
PALMD,2
ABHD17B,2
MMD2,0
LINGO1,1
PRSS50,1
MORC1,0
C17ORF107,2
NIPAL4,0
CARHSP1,2
ZDHHC23,2
KRT38,1
LRPPRC,2
FHAD1,2
ZC3H14,2
ZBTB34,2
YAF2,2
ZNF57,2
CFAP47,1
C1QTNF8,1
MAFG,2
HIST1H4A,1
KCNJ9,0
NUDT22,2
ZNF596,2
ATG13,2
PTGES,2
USP5,2
DCDC1,1
FGFBP3,2
FES,2
MAP3K8,2
KCNJ2,2
GPSM3,2
HEATR5B,2
B3GNT6,0
MAGEA1,1
MEF2B,2
AC020914.1,1
COL18A1,2
ING4,2
GREB1L,1
STK4,2
PIH1D1,2
STXBP5L,0
PRR34,2
WNT3A,1
CD82,2
SEC61G,2
MDP1,2
EDEM1,2
MICB,2
TEX46,1
KLF15,0
RTL3,0
GCC2,2
REG1B,1
LMX1A,0
CEBPZ,2
ZAN,1
CYTIP,2
DOLK,2
IL20,1
AKAP14,1
DDX6,2
EYA3,2
SFTPB,1
MAP3K14,2
TCP1,2
SIVA1,2
SMC1A,2
EIF5,2
DYNC1LI1,2
HIBADH,2
METTL9,2
TEKT3,2
GIPC3,2
ACTR2,2
ADIPOR2,2
FRS3,2
NR1H3,2
UGT2B4,1
RDX,2
AL163636.2,0
CYTL1,0
OTOG,1
PRDX2,2
GUCA1A,1
PLEKHH3,2
TRPC4,2
ASB6,2
PPIP5K2,2
TNRC18,2
NEK4,2
NECAP1,2
TNNC2,1
FAM120C,2
AHCYL1,2
SH3GL2,0
KLHL32,1
EEF1D,2
HMGCR,2
NRDC,2
SEPT11,2
CCDC115,2
GABPB1,2
HRAS,2
MYH9,2
PEBP4,0
CYSTM1,2
RNF151,1
NELL2,0
CNBD2,2
POU2F1,2
SLC25A10,2
HNF1A,2
CHSY1,2
PAK6,2
SGMS2,2
UQCR10,2
PIGX,2
HSPB3,0
POM121C,2
TSPAN8,2
COMMD5,2
PCOTH,2
TLR9,0
SNCAIP,1
SLC28A2,0
NPY5R,0
TMEM221,2
C15ORF61,2
IFRD1,2
TMED6,2
ACOT1,2
MAPK12,2
LCOR,2
PSAP,2
SDAD1,2
ELMOD1,0
RSPO4,1
COL6A6,1
GANC,2
PDIA5,2
AC023055.1,2
LINGO4,0
HIVEP1,2
CDK16,2
ZNF211,2
RPA2,2
RPGRIP1,2
ITGA5,2
SCML2,2
TOB2,2
MYH14,2
HSPA5,2
TNFAIP1,2
FXR1,2
TMED1,2
PLAUR,2
GSTZ1,2
CERKL,2
MAPK8IP3,2
BBS5,2
OVOL3,1
MPIG6B,2
ZNF569,2
TMEM94,2
ZNF185,2
ADAMTS18,1
GLB1L3,0
RBPMS,2
NTNG2,2
NRIP3,2
PROM2,0
FAM212B,2
UNKL,2
CXORF65,2
SH2B1,2
MSL1,2
C5ORF67,0
C1ORF123,2
POPDC3,0
ACAP1,2
SIL1,2
APOC2,1
ADGRD2,1
C11ORF57,2
C2ORF66,1
YIPF2,2
ART1,0
MAP3K21,2
PHF8,2
ANKRD20A1,0
AMT,2
FCGR2B,0
APAF1,2
ABCG4,2
AIRE,1
SCPEP1,2
SPIC,0
ZNF879,2
NTF4,1
TYMS,2
ZNF276,2
CDA,2
FCAR,1
MOGAT1,1
TDRD5,1
TMEM258,2
FGF14,0
HIGD2A,2
RAP1GDS1,2
NAF1,2
LGMN,2
HYDIN,1
RPL10A,2
ETFRF1,2
TXLNA,2
VIRMA,2
PPM1D,2
MEPCE,2
ZNF488,1
BRD8,2
CRABP1,0
RNASE7,1
FBXO4,2
TADA2A,2
HSPA4,2
EPSTI1,2
NDUFS4,2
CDKN2AIPNL,2
SAA1,1
AL513165.2,1
QDPR,2
SHARPIN,2
RCAN3,2
NCBP3,2
GSX1,1
NAPA,2
NXN,2
KLF12,2
G6PC2,0
CMTR1,2
MLYCD,2
TGIF2-C20ORF24,1
DPYSL3,2
ACOT12,0
DERL2,2
CCDC141,0
FXYD7,2
NUPR2,0
BIVM,2
NDUFA1,2
SLC7A6OS,2
NME7,2
C1QL1,0
SUOX,2
AC008687.4,1
VCAM1,2
TREH,0
TNFRSF9,2
SLX4,2
ZNF181,2
GDAP1,2
TBX21,0
FERMT3,2
PPP1R27,1
DGKH,2
KRT19,2
ARID3C,1
ADGRE1,0
TLK2,2
CT62,0
PLPPR1,1
COL25A1,0
FAM166A,1
EED,2
XCR1,0
TLE3,2
DRAP1,2
SMARCAD1,2
MSH4,1
KIF27,2
GUCY1B3,2
FAM192A,2
RPAP2,2
SMAD3,2
PMM2,2
C15ORF65,2
ANKRD61,2
LNPK,2
SH2B2,2
MRPL22,2
DHPS,2
CEP295,2
TRIM11,2
CD1A,1
MRPS31,2
WAC,2
SENP3,2
PMPCB,2
EXOG,2
MGARP,2
ALS2CL,2
IL4I1,2
GPS1,2
GRM4,1
CUBN,2
C8ORF44,2
ZNF233,2
ST14,2
TSSK4,2
VPS45,2
EHBP1L1,2
DYRK4,2
FGF12,2
TRIM46,2
SOD3,1
FOSB,0
SLC2A7,0
QPRT,1
TENM4,2
ZNF597,2
SDSL,2
ETV7,2
AC114296.1,1
PELP1,2
ARHGEF5,2
PSMD8,2
MAP2K2,2
ABCC6,2
SELL,2
GMIP,2
PPIAL4A,1
FTSJ3,2
ITIH2,1
MEMO1,2
PRB2,1
IL2RB,2
SSBP3,2
TRAF3,2
ENDOV,2
RAET1E,1
TXK,2
SLC10A5,2
ADD2,0
SLC25A46,2
LHPP,2
GUCY2D,1
CIRBP,2
ANKUB1,1
MILR1,2
PDCD6,2
ATP5L,2
IP6K1,2
NEU1,2
RARA,2
LILRA1,2
PLAA,2
GLOD4,2
ARTN,2
MED13L,2
RYR1,0
UBE2N,2
NDUFA10,2
CASK,2
POLR2F,0
FOXRED1,2
CTDSPL,2
MED12L,0
FAM32A,2
ZDHHC16,2
TBPL1,2
ZFP69,2
ENY2,2
MYH6,1
FREM1,1
FAM43A,2
SEC62,2
HIST1H2BD,2
MYLK2,2
PLK2,2
TRIR,2
URGCP-MRPS24,2
IQUB,2
METRNL,2
