genes,log2FoldChange_0,log2FoldChange_1,log2FoldChange_2
TCERG1L,0,0,1
TBC1D10B,0,0,1
PTGER4,1,0,0
KLK12,0,1,0
GSE1,0,0,1
RBCK1,0,0,1
ZNF205,0,0,1
PRRX2,0,0,1
TSPAN14,0,0,1
FAM178B,0,1,0
DENND5B,1,0,0
PITPNC1,0,0,1
HOXB6,0,0,1
DRC1,0,1,0
ZNF850,0,1,0
CUZD1,0,0,1
KRBA2,0,0,1
ERC1,0,0,1
ZNF671,1,0,0
PCBD2,0,0,1
WDFY3,0,0,1
ELP2,0,0,1
MAGEE1,0,0,1
FRS3,0,0,1
ZNF43,0,0,1
TSHB,1,0,0
SBF2,0,0,1
VWCE,0,1,0
SPRR3,0,1,0
C8ORF76,0,0,1
HACD4,1,0,0
NT5DC2,0,1,0
GCG,1,0,0
KRBA1,0,0,1
DPAGT1,0,0,1
PHF13,0,0,1
UBE2D4,0,0,1
POU6F2,0,1,0
UBFD1,0,0,1
CMTM4,0,0,1
PSPH,0,1,0
PSORS1C1,0,0,1
PGA5,1,0,0
PSMC3IP,0,0,1
E2F1,0,1,0
RCC2,0,0,1
EIF3L,0,0,1
GPC4,0,0,1
C12ORF66,0,0,1
MDC1,0,0,1
MYL9,1,0,0
ZNF398,0,0,1
THOC7,0,0,1
PADI1,0,1,0
POLR2J,0,0,1
PIAS4,0,0,1
MON2,0,0,1
BCL2L1,0,0,1
SPTBN4,1,0,0
SBNO1,0,0,1
BST1,1,0,0
HYAL3,0,1,0
WFDC3,0,1,0
DDX41,0,0,1
SYN2,1,0,0
LSM4,0,0,1
ABCD3,1,0,0
MITF,1,0,0
IGFBP3,0,0,1
MRTO4,0,1,0
ANKRD13B,0,1,0
UTP6,0,0,1
CD33,1,0,0
CNPY3,0,0,1
OR2A7,1,0,0
NME2,0,0,1
PCGF6,0,0,1
TNFRSF13C,1,0,0
C11ORF58,0,0,1
TACR2,1,0,0
PIH1D2,0,0,1
TTL,0,0,1
GPN2,0,0,1
TPSD1,1,0,0
DUSP21,1,0,0
NELL2,1,0,0
EFNB2,0,0,1
OCLM,0,0,1
GLOD5,1,0,0
RIPPLY3,0,1,0
LDB3,1,0,0
PRSS56,0,1,0
RTN1,1,0,0
SOWAHB,1,0,0
AC119396.1,1,0,0
KIF5C,1,0,0
SMARCAD1,0,0,1
TMEM184B,0,0,1
KBTBD8,0,0,1
FAM69B,0,0,1
MMS19,0,0,1
HSPB11,0,0,1
MAP6,1,0,0
ASCL2,0,1,0
STK4,0,0,1
TRAM1L1,0,0,1
MFSD7,1,0,0
CCDC28B,0,0,1
ZFPM2,1,0,0
SORBS2,1,0,0
ARHGAP11B,0,0,1
RTL3,1,0,0
LY6G6E,0,1,0
MARC2,1,0,0
OMD,1,0,0
BTBD16,0,1,0
CCPG1,0,0,1
SYTL4,0,0,1
CSNK1A1L,0,1,0
PRSS45,0,1,0
FRYL,0,0,1
PI3,0,0,1
HDAC4,0,0,1
VTA1,0,0,1
TAF7L,0,0,1
RPS21,0,1,0
NOLC1,0,1,0
DVL3,0,0,1
UBQLNL,0,0,1
CHD1L,0,0,1
NEK2,0,1,0
POM121C,0,0,1
UPK3A,0,1,0
EIF2AK2,0,0,1
RBP4,0,1,0
IL17D,0,0,1
RAE1,0,1,0
SLC25A34,1,0,0
RAB36,0,1,0
PPP4R1,0,0,1
DEFA6,0,1,0
HSPA1B,0,0,1
ATOX1,0,0,1
GMEB2,0,0,1
ABCB6,0,1,0
CEBPA,0,0,1
GLUD1,0,0,1
ACTR10,0,0,1
STARD3NL,0,0,1
EMC10,0,0,1
MOSPD2,0,0,1
SPX,1,0,0
COL24A1,0,0,1
ALS2,0,0,1
PITRM1,0,0,1
PDS5B,0,0,1
MFSD5,0,0,1
CITED4,0,1,0
PRR15,0,0,1
ISX,1,0,0
BARD1,0,0,1
ECI2,1,0,0
NR3C2,1,0,0
DDX18,0,0,1
KLHL25,0,0,1
FABP1,1,0,0
SYCE3,0,1,0
COASY,0,0,1
AQP3,0,1,0
TNFSF14,0,0,1
CA7,1,0,0
ADGRL2,1,0,0
HSP90B1,0,0,1
LIN28B,0,1,0
TAF1L,0,1,0
UBE2S,0,1,0
ABCB5,1,0,0
IL1A,0,1,0
PRKCA,0,0,1
C17ORF50,0,0,1
ZNF316,0,0,1
TNS1,1,0,0
C1D,0,0,1
ANXA3,0,1,0
SCG2,1,0,0
FAM184B,0,0,1
RNF167,0,0,1
IL11,0,1,0
GSG1,1,0,0
PP2D1,0,0,1
SHB,0,1,0
POU2F2,1,0,0
SUPV3L1,0,0,1
LRRC61,0,0,1
ZNF616,0,0,1
CTRC,0,0,1
PLXDC2,0,0,1
BACH2,1,0,0
P2RY2,0,0,1
AZIN2,0,0,1
FBXO3,0,0,1
BRICD5,0,1,0
MACC1,0,1,0
NCBP2,0,0,1
KATNBL1,0,0,1
SLC25A14,0,0,1
CDHR3,0,0,1
KPNA2,0,1,0
AP3B1,0,0,1
F2RL1,1,0,0
ELAC1,0,0,1
USH2A,0,1,0
STX3,0,0,1
TRIM37,0,0,1
MRPL53,0,0,1
FAM19A3,0,0,1
CCT4,0,0,1
CTHRC1,0,1,0
TJP2,0,0,1
PSAP,0,0,1
ITM2A,1,0,0
KCNH3,0,0,1
PTEN,0,0,1
ZNF559,0,0,1
RAB6B,1,0,0
BANP,0,0,1
FIP1L1,0,0,1
ABCD4,0,0,1
ESPN,1,0,0
RALBP1,0,0,1
CDAN1,0,0,1
PROX1,0,1,0
PRR5,0,0,1
MRPL19,0,0,1
ZNF121,0,1,0
YTHDC2,0,0,1
CNTN1,1,0,0
WDR17,1,0,0
GPC1,0,0,1
GLRX5,0,0,1
PDE9A,1,0,0
RAP2C,0,0,1
SLC44A2,0,0,1
FAM120C,0,0,1
FUT4,0,0,1
YAF2,0,0,1
PPFIA4,0,1,0
ZSCAN10,0,1,0
SLC25A10,0,0,1
VSTM1,0,0,1
SMAD5,0,0,1
SELENOP,1,0,0
CCDC150,0,1,0
RPAP1,0,0,1
LYRM4,0,0,1
TBC1D8,0,0,1
UBE2V2,0,0,1
GRK7,0,0,1
DESI2,0,0,1
DPPA4,0,1,0
CHD4,0,0,1
CELSR1,0,1,0
TMEM44,0,0,1
AL160275.1,0,0,1
RHOT1,0,0,1
ADGRE5,0,0,1
GP9,1,0,0
SIX3,0,1,0
DIP2A,0,0,1
DTYMK,0,1,0
FAM212A,0,0,1
MYO5C,0,0,1
FNTA,0,0,1
MMD2,1,0,0
WDPCP,0,0,1
PGLYRP3,0,1,0
CD276,0,1,0
ANKK1,0,1,0
MZF1,0,0,1
OAS1,0,0,1
POLR3G,0,1,0
VSX1,0,0,1
DSC3,0,1,0
RFC3,0,1,0
CNNM3,0,0,1
SLC39A10,0,1,0
CC2D2B,0,0,1
PFKM,0,0,1
CREG2,0,1,0
S100P,0,1,0
ANKRD44,0,0,1
CRTAM,0,0,1
KCNH4,0,1,0
MAN1C1,1,0,0
PDGFA,0,0,1
CPN1,0,1,0
FANCL,0,0,1
L1TD1,0,0,1
PPM1A,0,0,1
CLPTM1L,0,0,1
MMP27,1,0,0
GMEB1,0,0,1
RAX,0,1,0
NUP62,0,0,1
SH3RF3,0,0,1
BOLL,0,1,0
QSOX2,0,1,0
RGL3,0,1,0
PDGFB,0,0,1
XKR5,0,1,0
DIRAS1,1,0,0
SKA2,0,0,1
P4HA1,0,0,1
BAD,0,0,1
GALNT6,0,1,0
TTLL5,0,0,1
AZIN1,0,0,1
PNMA8A,1,0,0
ORC5,0,0,1
CUL3,0,0,1
STAC,1,0,0
ERAL1,0,0,1
ZNF502,0,0,1
RHNO1,0,0,1
MIA,0,1,0
A2M,1,0,0
EFEMP1,1,0,0
BGN,0,1,0
CLNK,0,0,1
MINOS1,0,0,1
SPATA5,0,0,1
BCAM,0,0,1
FOXD3,1,0,0
CD2,0,0,1
KIAA1211,1,0,0
GSTO2,0,0,1
SNCG,1,0,0
CRYZ,0,0,1
TMEM200B,1,0,0
BMP5,1,0,0
RPL3,0,0,1
ZNF99,0,0,1
PCOLCE2,1,0,0
BTBD10,0,0,1
WSB2,0,0,1
LGI1,1,0,0
FADS2,0,1,0
TMEM9,0,1,0
FMO2,1,0,0
SUGP2,0,0,1
GIF,0,1,0
SLPI,0,0,1
GRIA3,1,0,0
SOX2,0,1,0
PAX5,1,0,0
FKBP14,0,0,1
MERTK,0,0,1
CXCL1,0,1,0
CPLX1,0,1,0
CIT,0,1,0
CTLA4,0,1,0
CDC27,0,0,1
LEO1,0,0,1
TXNDC5,0,0,1
RAD18,0,1,0
CYSLTR2,1,0,0
CPB1,1,0,0
ARID3C,0,1,0
LYST,0,0,1
ASPG,1,0,0
EAPP,0,0,1
SP100,0,0,1
FBXO48,0,0,1
HES2,0,0,1
SCARA5,1,0,0
ATP6V0B,0,0,1
PURG,0,0,1
LAG3,0,0,1
RSPO3,1,0,0
DOK2,0,0,1
AFG1L,0,0,1
XRCC1,0,0,1
CASQ1,1,0,0
TRMT13,0,0,1
MTRNR2L12,1,0,0
CCDC39,0,0,1
TMEM231,0,0,1
SCNM1,0,0,1
DUSP14,0,1,0
ZXDB,0,0,1
AP000781.2,0,0,1
PLAC8,1,0,0
CBLN2,1,0,0
MDM4,0,0,1
SSBP3,0,0,1
PDX1,0,1,0
ROBO3,0,0,1
FABP4,1,0,0
SLITRK3,1,0,0
GEMIN4,0,0,1
C16ORF72,0,0,1
KRTAP5-1,0,1,0
STRAP,0,0,1
SS18L2,0,0,1
KRT1,1,0,0
SSR1,0,0,1
LBHD1,0,0,1
JAM2,1,0,0
FBXO42,0,0,1
CDC20B,0,1,0
DNMT1,0,0,1
APIP,0,0,1
WDR64,1,0,0
TCAIM,0,0,1
CCS,0,0,1
MIPOL1,1,0,0
TRIM6,0,0,1
RNF6,0,0,1
FZD5,0,0,1
CCDC129,1,0,0
IFFO1,0,0,1
IRGM,0,0,1
ILF2,0,0,1
SEPT12,1,0,0
SPEN,0,0,1
BFSP1,0,1,0
WISP3,0,1,0
EVA1B,0,0,1
HUWE1,0,0,1
G3BP2,0,0,1
LIPC,1,0,0
TRIM9,1,0,0
GPR17,1,0,0
CCL20,0,1,0
CCT3,0,0,1
LMBRD2,0,0,1
REEP1,1,0,0
TCFL5,0,1,0
USP6NL,0,0,1
AMZ2,0,0,1
RAD51C,0,0,1
GJC2,0,0,1
MAP3K2,0,0,1
ORC6,0,1,0
GIPC2,0,0,1
NDUFAF2,0,0,1
FSTL3,0,1,0
PRSS3,0,0,1
IDH2,0,0,1
SLCO4A1,0,1,0
SURF1,0,0,1
ERMAP,0,0,1
HSBP1L1,0,0,1
COQ9,0,0,1
ESCO2,0,0,1
ZBTB41,0,0,1
MCF2L2,1,0,0
TRIM69,0,0,1
C8ORF44,0,0,1
GNAO1,1,0,0
USPL1,0,0,1
CFAP54,1,0,0
ATP6V0D2,1,0,0
S100A9,0,0,1
MDM2,0,0,1
POLL,0,0,1
SOHLH1,0,1,0
NFYC,0,0,1
SH3BP5,0,0,1
HEXIM1,0,0,1
TNFRSF25,0,0,1
LGALS9C,1,0,0
MAGEE2,1,0,0
FAXDC2,1,0,0
MTERF1,0,0,1
CA5A,0,1,0
TCP11L2,0,0,1
GPR65,0,0,1
CDV3,0,0,1
FBXL2,0,0,1
MUSTN1,0,0,1
COL7A1,0,1,0
URI1,0,0,1
NHLH2,0,1,0
RBP7,0,0,1
IL2RB,0,0,1
LINC00890,1,0,0
DUSP2,0,1,0
PIAS2,0,0,1
FLAD1,0,0,1
NEURL1B,1,0,0
IDS,0,0,1
HS3ST6,1,0,0
ADAM8,0,1,0
CDC20,0,1,0
C1R,0,0,1
CTF1,0,0,1
IMMP2L,0,0,1
WASHC5,0,0,1
DONSON,0,0,1
HIPK3,0,0,1
ESM1,0,1,0
HS3ST1,0,0,1
CDR2,0,0,1
HCFC2,1,0,0
STX17,0,0,1
PPCS,0,0,1
UBL3,0,0,1
STT3B,0,0,1
RPS5,0,1,0
CGB5,0,1,0
IFFO2,0,0,1
DTX2,0,0,1
SORCS1,1,0,0
CASP7,1,0,0
HOXB4,0,0,1
RHEBL1,0,1,0
RECQL4,0,1,0
SLC35B1,0,0,1
HHAT,0,0,1
CRTC2,0,0,1
PXN,0,0,1
GLRA3,0,0,1
UMODL1,0,1,0
SMIM22,0,0,1
ACHE,0,0,1
PLA1A,0,0,1
LETM2,0,0,1
PCID2,0,1,0
ANKRD16,0,0,1
GALR1,1,0,0
SYDE1,0,0,1
POLE2,0,1,0
PIH1D1,0,0,1
SPAG9,0,0,1
BCL2L14,0,0,1
TGFA,0,0,1
EVX2,1,0,0
CCDC157,0,0,1
SOX18,0,0,1
ZDHHC20,0,0,1
GPR78,0,1,0
OLAH,0,1,0
MAB21L1,1,0,0
TULP4,0,0,1
PRRX1,0,1,0
DZIP1,1,0,0
FNDC5,0,0,1
FLT1,0,0,1
CPQ,1,0,0
CLCNKB,1,0,0
NID2,0,0,1
CAMK1D,1,0,0
ECM1,0,0,1
CEMIP,0,1,0
PORCN,0,0,1
CHN1,0,0,1
ZNF778,0,0,1
ABI3BP,1,0,0
PAN2,0,0,1
MAP2K5,0,0,1
STMN1,0,0,1
ADGRG7,1,0,0
WRN,0,0,1
FAM102A,0,0,1
TNS2,1,0,0
FAM107A,1,0,0
ZNF250,0,0,1
DUSP23,0,0,1
C4ORF50,0,0,1
ADORA1,0,0,1
CHRNA7,0,0,1
SETX,0,0,1
PMCH,0,1,0
TMEM105,0,1,0
GRM6,0,0,1
CD244,0,0,1
KREMEN2,0,1,0
C14ORF80,0,0,1
CAPN13,1,0,0
APC,1,0,0
ZNF782,0,0,1
RAD54L,0,1,0
GPR119,1,0,0
LRP5,0,0,1
DNAJB13,0,0,1
TNFRSF12A,0,1,0
TACSTD2,0,1,0
RABGAP1,0,0,1
SIGLEC10,0,0,1
MUSK,1,0,0
HS3ST3A1,0,1,0
TACO1,0,0,1
ETS1,0,0,1
SEC23B,0,0,1
RBP2,0,1,0
GAB2,0,0,1
NT5DC3,0,0,1
PPM1K,0,0,1
HORMAD1,0,0,1
SLC25A6,0,0,1
ADPRM,0,0,1
MAPK9,0,0,1
DUSP15,0,1,0
ZNF181,0,0,1
COG2,0,0,1
KLF2,0,0,1
SNAPC4,0,0,1
SCN3A,1,0,0
AEBP2,0,0,1
SERPINB5,0,1,0
EXOSC7,0,1,0
GCN1,0,0,1
DEPDC1,0,0,1
CENPF,0,1,0
LRRFIP1,0,0,1
PDE4C,1,0,0
CST1,0,1,0
ACP4,0,1,0
PRRG2,0,0,1
PUF60,0,0,1
SRCIN1,0,1,0
NKRF,0,1,0
METTL25,0,0,1
KCNAB2,0,0,1
HYDIN,0,1,0
RTP3,0,1,0
EPPK1,0,0,1
MCM2,0,1,0
EXOC1L,0,1,0
PCDH9,1,0,0
ZHX3,0,0,1
CFAP161,0,1,0
GABBR2,0,0,1
FBXW11,0,0,1
ENPP2,1,0,0
DNAH10OS,0,0,1
RAB27A,1,0,0
EIF1B,0,0,1
GZMA,1,0,0
TAT,1,0,0
TUBB6,1,0,0
CDH1,0,0,1
RASA4,0,0,1
CLN8,0,0,1
DHRS2,0,1,0
GCFC2,0,0,1
IL33,0,0,1
MYD88,0,0,1
PIK3R1,0,0,1
NUDCD3,0,0,1
NDRG1,1,0,0
WNT1,0,0,1
TM4SF4,0,1,0
KCNA2,1,0,0
NOVA2,0,0,1
KISS1,0,1,0
ZNF264,0,0,1
RADIL,1,0,0
ZNF584,0,0,1
CLTB,0,0,1
BBOX1,0,1,0
NBPF14,0,0,1
GXYLT1,0,0,1
MAL,1,0,0
TMEM52,0,1,0
SLC25A22,0,1,0
TINAGL1,0,0,1
ZNF138,0,0,1
ERP27,0,1,0
DENND5A,0,0,1
CBX6,1,0,0
SEM1,0,0,1
IFITM2,0,1,0
SNX32,0,0,1
PLCXD3,1,0,0
RBM28,0,1,0
ADAMTS12,0,1,0
FANCD2,0,1,0
TMEM89,0,0,1
PCDHB7,0,0,1
GPT,1,0,0
MAP3K12,0,0,1
ATP2B3,1,0,0
PDF,0,1,0
CDK19,0,0,1
C1GALT1C1,0,0,1
CLEC4E,0,0,1
DDX56,0,1,0
GOLGA6L9,0,0,1
TMEM182,0,0,1
PGRMC2,0,0,1
FFAR4,0,0,1
VARS2,0,0,1
KCTD13,0,0,1
TUBD1,0,0,1
E2F7,0,1,0
PDCL2,0,1,0
LACTB2,0,0,1
SPATC1L,0,0,1
SMLR1,0,1,0
EXT1,0,0,1
HTRA2,0,0,1
KRT71,0,1,0
COL4A5,1,0,0
C19ORF81,0,1,0
WDR45,0,0,1
LINGO4,1,0,0
MED11,0,0,1
PAK1IP1,0,0,1
RASSF8,1,0,0
TNFRSF21,0,0,1
RBM23,0,0,1
PLCD4,1,0,0
TIGD5,0,0,1
DXO,0,0,1
TGFBR3,1,0,0
C16ORF62,1,0,0
OGT,0,0,1
C20ORF85,0,1,0
RUFY4,0,0,1
PIEZO1,0,0,1
PACSIN3,0,0,1
DSP,0,0,1
HOXA11,0,0,1
RPSA,0,0,1
BMP6,1,0,0
RAP1GDS1,0,0,1
NXF3,0,1,0
CASTOR2,0,0,1
PTDSS1,0,0,1
PCDH17,0,0,1
PRKAA2,1,0,0
MRPS30,0,0,1
SELENOI,0,0,1
CATSPERB,0,0,1
IRF2BPL,0,0,1
ECHS1,0,0,1
RPLP2,0,0,1
EIF3C,0,0,1
GNG12,1,0,0
CDC6,0,1,0
ARPP21,1,0,0
STRC,0,0,1
EP300,0,0,1
SUPT3H,0,0,1
SNX9,0,0,1
MIER1,1,0,0
GSTM2,1,0,0
ZMAT4,1,0,0
ZFP69,0,0,1
ARHGAP17,0,0,1
PCDHA3,1,0,0
ERBB4,1,0,0
AL110118.2,0,0,1
SMIM26,0,0,1
REG3A,0,1,0
AADAC,0,1,0
ZNF600,0,0,1
MAATS1,0,0,1
CDT1,0,1,0
ACSBG1,0,0,1
PGP,0,0,1
KAT5,0,0,1
LBX2,0,1,0
RPL23A,0,0,1
CCR3,0,0,1
JMJD7-PLA2G4B,0,0,1
CCDC57,0,0,1
GTF2H1,0,0,1
SPATA2L,0,0,1
MAX,0,0,1
SLC22A15,0,1,0
SMAD4,0,0,1
CTNNBIP1,0,0,1
CDCA7,0,1,0
DDX19B,0,0,1
NAA10,0,1,0
ANKRD20A1,1,0,0
MRPS11,0,0,1
RGL2,0,0,1
SZT2,0,0,1
VGLL3,1,0,0
KRT5,0,1,0
SMARCA4,0,0,1
IL1B,0,1,0
DGKH,0,0,1
VARS,0,1,0
MRPL20,0,0,1
CCDC88B,0,1,0
CTSD,0,0,1
SENP8,0,0,1
RACGAP1,0,1,0
CMC1,0,0,1
UGT1A3,1,0,0
DACH1,0,1,0
PF4,0,1,0
HIST1H2BD,0,0,1
SAPCD1,0,1,0
HPDL,0,1,0
RIBC1,0,0,1
LRRC17,0,0,1
MPHOSPH10,0,0,1
STMN4,1,0,0
FOXA1,0,0,1
ITGB8,0,0,1
SLC25A35,0,0,1
C9ORF40,0,0,1
OR2AG2,0,0,1
SPHKAP,1,0,0
TNFSF12,1,0,0
HLA-DPA1,0,0,1
DOPEY1,0,0,1
ARL13B,0,0,1
DHRS7,0,0,1
MED25,0,0,1
LYN,0,0,1
TMEM59L,1,0,0
DNTTIP1,0,1,0
EIF3E,0,0,1
MT1F,1,0,0
TTLL4,0,1,0
NDUFA7,0,0,1
SLC13A2,1,0,0
FPR1,0,0,1
RAD9A,0,0,1
IFT52,0,0,1
ACOT9,0,0,1
KIF26B,0,1,0
MEN1,0,0,1
ZFYVE28,1,0,0
MYH7B,0,1,0
UFSP2,0,0,1
SIDT2,0,0,1
ALDH1B1,0,0,1
C6ORF203,0,0,1
OR5K2,1,0,0
CCDC73,0,0,1
CSTF2T,0,0,1
LST1,0,0,1
MMRN2,0,0,1
ANAPC7,0,0,1
FAM129C,1,0,0
IL4R,0,0,1
P2RX1,1,0,0
CAPRIN1,0,0,1
COQ7,0,0,1
ZNF354A,0,0,1
EWSR1,0,0,1
DDOST,0,0,1
POGZ,0,0,1
TUSC5,1,0,0
FSCN1,0,1,0
FOXJ2,0,0,1
ATAD2,0,1,0
FOLR2,1,0,0
DNAJC1,0,0,1
AQP9,0,1,0
AL049839.2,1,0,0
MS4A15,0,1,0
COQ10A,0,0,1
RASAL2,0,0,1
PKD2,0,0,1
ACSM2A,1,0,0
IMPA1,1,0,0
GNG2,1,0,0
LARS,0,0,1
LSM12,0,0,1
ERH,0,0,1
BEND4,1,0,0
TMIE,1,0,0
TUBB3,0,1,0
UBL4A,0,0,1
XRCC4,0,0,1
GNAZ,1,0,0
SPATA32,0,0,1
STXBP3,0,0,1
ASPSCR1,0,0,1
USP34,0,0,1
NSD2,0,0,1
ZNF251,0,1,0
PRSS22,0,1,0
BBOF1,0,0,1
PDE4D,1,0,0
EPHX2,1,0,0
SEC16B,0,0,1
RAP1B,0,0,1
TMEM39A,0,0,1
CHRM5,1,0,0
ZNF385C,0,0,1
SMIM31,1,0,0
GUCA2A,1,0,0
ADIPOQ,1,0,0
CHCHD6,0,1,0
CPNE1,0,1,0
RBM38,0,0,1
SERTM1,1,0,0
ARMC8,0,0,1
TRIM29,0,1,0
C19ORF73,0,0,1
SART3,0,0,1
RPL7A,0,0,1
GEMIN6,0,0,1
SASS6,0,0,1
YY2,0,1,0
CSAG1,0,1,0
LEMD2,0,0,1
CDKL2,1,0,0
SCAMP4,0,0,1
FAM46C,1,0,0
THUMPD2,0,0,1
LRP2,0,1,0
CYP20A1,0,0,1
HCAR1,0,1,0
TH,0,1,0
TMPRSS13,0,1,0
TAF1C,0,0,1
ATP5C1,0,0,1
LRIG3,0,0,1
AURKA,0,1,0
TICAM2,0,0,1
SLC45A1,0,0,1
BST2,0,0,1
C17ORF51,0,0,1
ATP2A3,1,0,0
MTA3,0,0,1
RNF150,1,0,0
MMP11,0,1,0
IL1R1,0,0,1
LHB,0,1,0
UNC5C,1,0,0
HIGD1A,1,0,0
HIBADH,0,0,1
C5ORF34,0,1,0
SLC22A12,0,1,0
AMELX,0,1,0
OFD1,0,0,1
SMARCD1,0,0,1
GABRB1,0,1,0
MPLKIP,0,0,1
LOXL2,0,1,0
SMAD6,0,0,1
CA2,1,0,0
C18ORF32,0,0,1
DCAF5,0,0,1
IGLL1,1,0,0
APTX,0,0,1
GOT1,0,0,1
SLC50A1,0,0,1
RBM3,0,0,1
ANKRD13D,0,0,1
CTNS,0,0,1
FGF10,1,0,0
NOL3,0,0,1
GFRA2,1,0,0
C12ORF49,0,0,1
ABCE1,0,0,1
AGBL5,0,0,1
CAMK2B,0,0,1
RELB,0,0,1
WDR34,0,0,1
IWS1,0,0,1
INTS13,0,1,0
FYCO1,0,0,1
BTN3A2,0,0,1
ZNF30,0,0,1
SMIM12,0,0,1
AC090004.1,0,0,1
APMAP,0,0,1
COL5A3,0,1,0
PKP4,0,0,1
DNAJB7,0,0,1
MSH4,0,1,0
FAM104A,0,0,1
TRIM28,0,0,1
PRR5L,1,0,0
SEC31B,0,0,1
ARNTL,0,0,1
MEDAG,0,0,1
HOOK3,0,0,1
DDX55,0,1,0
RAI2,1,0,0
BCL9,0,0,1
ZC3H15,0,0,1
TRIM25,0,0,1
MCOLN3,0,0,1
FAM76A,0,0,1
ELK1,0,0,1
HAX1,0,0,1
CXXC5,0,1,0
POM121L2,0,0,1
AP3B2,1,0,0
ZNF709,0,0,1
AP4S1,0,0,1
DEFB1,1,0,0
TMEM189,0,0,1
NEDD9,1,0,0
FJX1,0,1,0
HIST1H3J,0,1,0
AL121845.3,0,1,0
MMP20,0,1,0
DEPDC1B,0,1,0
FBXO17,0,0,1
CERS5,0,0,1
ACER3,0,0,1
EFNA5,1,0,0
RDH12,0,1,0
PSD2,0,0,1
ZFPM1,0,1,0
HGD,1,0,0
BOLA2B,0,0,1
SNRNP200,0,0,1
ZNF416,0,0,1
CCDC181,0,0,1
SLC30A8,1,0,0
COPZ2,0,0,1
TRMT1L,0,0,1
RBM15,0,0,1
ZNF131,0,0,1
ITIH5,1,0,0
LIMK1,0,0,1
ACSF2,1,0,0
BFSP2,1,0,0
ST14,0,0,1
RD3,1,0,0
UBE2E1,0,0,1
TRIM32,0,0,1
ZNF556,0,1,0
PPP4R4,0,0,1
ITPKB,0,0,1
FADS1,0,1,0
SLITRK2,1,0,0
C8ORF89,0,0,1
BCKDHA,0,0,1
CTRL,0,0,1
GPER1,1,0,0
RNF114,0,0,1
GPR82,1,0,0
TLR5,0,0,1
TIGD2,0,0,1
CST11,0,1,0
RBM47,1,0,0
GPR75,0,0,1
SLC5A7,1,0,0
ADORA2B,0,0,1
TARDBP,0,0,1
RNF113B,0,1,0
DNAH17,0,0,1
TCTN2,0,0,1
RPL30,0,0,1
GTF2E1,0,0,1
TYRP1,1,0,0
HAMP,0,1,0
ABO,1,0,0
METTL5,0,0,1
AMER3,1,0,0
EFNA4,0,0,1
RPL8,0,1,0
MPP4,0,1,0
AANAT,0,1,0
CYBB,0,0,1
LRGUK,0,0,1
SPATA7,0,0,1
FUCA1,1,0,0
AVPI1,0,0,1
GSX1,0,1,0
PRSS12,0,0,1
AHI1,0,0,1
DHRS7B,0,0,1
RDH16,0,1,0
KIF1B,0,0,1
L2HGDH,0,0,1
PPP1R36,1,0,0
POC1B,0,0,1
CENPH,0,1,0
STYK1,1,0,0
RFC2,0,0,1
TEKT2,0,0,1
SLC39A14,0,0,1
PUS1,0,1,0
AVPR2,0,0,1
SAMD4A,1,0,0
ADAMTSL4,1,0,0
ZNF430,0,0,1
ADCK2,0,0,1
INAVA,0,0,1
CWH43,1,0,0
FAM114A1,0,0,1
CYTH4,0,0,1
COX7A1,1,0,0
SLC25A18,0,0,1
SLC2A7,1,0,0
NAGS,0,0,1
C1QB,1,0,0
FGA,0,1,0
SRSF9,0,0,1
CALB2,1,0,0
BTN1A1,0,1,0
TRPM5,0,0,1
FGL2,1,0,0
EAF2,1,0,0
DOK6,0,0,1
TMPRSS2,1,0,0
KRT75,0,1,0
AQP5,0,1,0
UQCC3,0,0,1
SLFN12L,0,0,1
LCMT1,0,0,1
HADHA,0,0,1
LINC00672,0,0,1
PLK1,0,1,0
ACR,0,0,1
RHOT2,0,0,1
IL20RB,0,0,1
PLA2G4E,0,1,0
ZFAND4,0,0,1
PTRH2,0,0,1
GNB1,0,0,1
PDSS2,0,0,1
DHH,0,0,1
LRRC3B,1,0,0
AC040162.1,0,0,1
EFCAB13,0,0,1
FAM167A,0,0,1
QRFP,0,0,1
STX6,0,0,1
MROH6,0,1,0
KIF13A,0,0,1
DUSP18,0,0,1
WDR11,0,0,1
JPT2,0,0,1
FES,0,0,1
PPP1R13B,0,0,1
OR4C6,0,1,0
EFCAB1,1,0,0
ERVV-2,0,1,0
RBM26,0,0,1
GREB1L,0,1,0
EMC3,0,0,1
ACP1,0,0,1
SPACA6,0,0,1
KIAA0319L,0,0,1
ARFRP1,0,0,1
RABL2B,0,0,1
KISS1R,0,1,0
ZDHHC16,0,0,1
GNB1L,0,1,0
ABHD14A,0,0,1
PRPF6,0,0,1
TMEM254,0,0,1
CALML6,0,1,0
LY86,1,0,0
CYP8B1,1,0,0
CLDN7,1,0,0
APOBR,1,0,0
ABCC10,0,0,1
ZNF514,0,0,1
PLPP4,0,1,0
SLCO1C1,1,0,0
ZNF628,0,0,1
NACA2,0,1,0
ARPC4,0,0,1
IL18,0,0,1
ERICH4,0,1,0
DLG5,0,0,1
FBXL19,0,0,1
MAP2K2,0,0,1
ERGIC2,0,0,1
RNF5,0,0,1
PRR19,0,1,0
APOBEC3C,0,0,1
LSM5,0,0,1
PPP5C,0,0,1
ENO2,0,0,1
MUC13,0,0,1
FANCF,0,0,1
RPAP2,0,0,1
