,log2FoldChange
TRMT10A,2
ARHGAP45,2
SEC24C,2
SMAD7,2
FOXD3,1
CLLU1,0
DERA,2
ZNF596,2
TSPEAR,1
VSTM1,1
VTCN1,0
CDK17,2
NFE2L2,2
FGF8,1
SIRT6,2
MAP3K11,2
CNTF,2
ATAD3B,2
ATP13A2,2
TDRP,2
TMEM251,2
GSTA5,0
MCCC2,2
TNPO2,2
DLL4,2
NEPRO,2
ASCC1,2
PPM1D,2
ATG7,2
PGRMC2,2
CLIP2,2
WNT3A,2
SNRPF,2
FTSJ3,2
RETN,1
NTS,1
TMEM41A,2
MINDY3,2
SERINC1,2
ZDHHC19,1
PCDHGA1,2
ACTR5,2
CFAP52,2
LRRCC1,2
PPP1R7,2
BRPF1,2
TAS1R3,2
PLEKHD1,0
PITPNM3,2
ZCCHC3,2
EIF4EBP1,2
CD27,1
FMR1,2
NLRP11,1
JAKMIP3,1
COG6,2
PPIB,2
VCX,1
VPS72,2
CDK14,2
MAPK13,2
OXLD1,2
GPR55,2
CLDN3,0
LRRC17,1
NOL11,2
ANP32A,2
XKR5,1
TBCB,2
AIP,2
QRSL1,2
NKAIN4,1
FAIM,2
CYP26B1,2
NCOR1,2
SERP2,2
AKT3,2
SLC2A7,1
IFI27L2,2
MYO6,2
NUDT9,2
STMN2,0
ARL4C,2
TFAP2A,2
GJB4,2
DIEXF,2
TMEM109,2
TBC1D26,1
KRTCAP2,2
CELSR1,2
MAGEA9,1
FIBP,2
MSRB3,2
TMEM211,0
ZNF473,2
TMPO,2
TMEM67,2
NKG7,1
GTF2E2,2
SARM1,2
RNF212,1
DVL2,2
CENPT,2
SDF2L1,2
STPG1,2
TLX1,0
TAF1D,2
GALNT7,2
SMIM20,2
SPATA5L1,2
PSG2,1
C11ORF1,2
CAAP1,2
PCSK2,0
TCP11,1
EFCAB2,2
FCAR,1
CADM1,2
ZNF335,2
ZNF808,2
RSPH9,2
RPS18,2
TWIST1,2
AMER2,1
ENOX2,2
CLEC4G,0
SNX18,2
KCP,2
LDHA,2
HDAC1,2
IPO11,2
EPRS,2
ANKZF1,2
LRP1B,0
TRPM6,2
CACNA1A,2
RAB3C,0
PPARA,2
SSSCA1,2
EFHC1,2
PLEKHG5,2
SIPA1L3,2
BCL2L11,2
CDKN2C,2
CDHR3,2
KIR3DX1,1
NMRK1,2
IGFBP6,1
WBP4,2
ASXL3,0
EEF1AKMT1,2
TMEM239,1
BHMT,1
TESK2,2
CD79A,1
ACO1,2
CYP4F11,1
ZNF502,2
STAT5B,2
MYDGF,2
DENND5B,2
C3ORF14,2
FAM96A,2
EXOG,2
LRRC36,2
EMG1,2
FAM26D,0
CPO,0
CASQ2,0
TICAM2,2
PRSS50,1
SLC15A4,2
CNTNAP5,1
COCH,1
TBC1D4,2
STMN3,2
SLAMF7,2
NABP1,2
ARPC1A,2
TP73,2
PITHD1,2
PCSK1N,1
PPP1R15B,2
REG4,0
TSPAN15,2
SLC16A8,1
DENND6A,2
BCL6,2
C6ORF118,0
AASS,2
ADD1,2
LRRD1,1
ZNF615,2
COX15,2
VPS54,2
GUCY1A3,2
IL17C,1
C5ORF15,2
ENPP7,1
GLI4,2
HIST2H3D,1
CCIN,1
ZNF470,2
NFYC,2
TBC1D12,2
SELP,0
ZC3HAV1L,2
CFAP57,1
ABCB11,0
RGMB,2
ITGB3BP,2
NPTX1,1
ZNF699,2
MYL10,0
IL13RA1,2
TMEM88,2
TRMT1L,2
PSMC4,2
CCDC97,2
SENP3-EIF4A1,2
ENTHD1,1
PKP2,2
ZNF681,0
PEX12,2
KRT24,0
KIAA2013,2
STRBP,2
DHX29,2
MAP3K6,2
SCAF1,2
INTS1,2
MAP3K3,2
C2ORF91,1
TRANK1,2
THOC6,2
KCNC3,2
SMURF1,2
SPSB4,1
RPLP0,2
TSACC,2
ARHGEF15,2
CLEC4A,2
EPHX3,0
IFT80,2
EMILIN2,2
NEK6,2
PATL1,2
MAPK11,2
RIPPLY2,1
PYGO1,2
CTNNBIP1,2
SCRN3,2
NEUROG2,1
KHSRP,2
CASP5,1
ZNF610,2
CRYBG3,2
ANO4,1
WDR6,2
SBSN,0
USP8,2
ZNF8,2
PSG7,1
FGL2,2
MSMO1,2
ETHE1,2
JKAMP,2
TMEM168,2
ZBTB11,2
TSSK3,2
HDLBP,2
ZNF80,1
NELFCD,2
COX19,2
LRIG2,2
RPS9,2
TMEM132E,2
PRKAB2,2
CNTN1,1
RABEPK,2
CBFB,2
UTP18,2
CST3,2
APOA2,1
SLC10A3,2
ZNF501,2
PNPT1,2
SAMD4B,2
NLRP5,1
LENG8,2
VANGL2,2
SMG9,2
LRRFIP1,2
KRTAP9-4,0
KCNH3,1
GARNL3,2
OTOP1,0
MEIG1,2
ZNF81,2
PRR34,2
TPI1,2
MUC17,1
SETD1A,2
SEC23A,2
C11ORF96,2
PSG9,1
BOLA2-SMG1P6,2
ZFPM2,2
ANKRD36C,2
CPXM1,2
KLRC1,1
SLC35E2B,2
TPRA1,2
KIAA1683,2
STAR,1
COPB2,2
MPZL1,2
ALDH7A1,2
SLC25A1,2
GIPC1,2
TTC24,1
RIMBP3C,1
RPS6KA6,0
CYP4F22,0
C12ORF65,2
NCAPH2,2
C1ORF74,2
NPAS1,2
IL18,2
CD46,2
MARS2,2
DOLPP1,2
BGLAP,2
TANGO2,2
TMEM129,2
FFAR1,1
TMEM223,2
SNRNP48,2
EEFSEC,2
CCDC127,2
NUPL2,2
HIGD2A,2
MTMR9,2
TMEM151A,1
SNX8,2
OSTC,2
GPR141,2
SLC26A7,0
SLC39A7,2
KDELR1,2
DNAJC16,2
WSB1,2
MAGEL2,1
S1PR4,2
ZNF131,2
YES1,2
KLF13,2
HMGA1,2
TIRAP,2
ZNF26,2
MED12L,2
DPY19L4,2
ARHGEF12,2
PPIA,2
PLEKHH1,2
TNFSF18,1
CD84,2
NKAIN1,2
DIAPH1,2
FCGRT,2
PDPK1,2
ADCY9,2
FCRLA,1
C9ORF64,2
RWDD1,2
ARL14,1
HORMAD1,1
NCOA2,2
ABHD3,2
KNCN,0
PSEN2,2
AL360181.3,2
EIF2AK3,2
GALNT4,2
CPTP,2
PLA2G10,2
NDRG4,2
WLS,2
DRC1,0
AC023055.1,2
TSPAN31,2
HYLS1,2
TMC2,0
SPSB2,2
DAZAP1,2
ZNF285,2
NR2C1,2
METTL23,2
LONRF3,2
RANGRF,2
RBP4,0
C8ORF76,2
IFIT5,2
CFAP77,0
CROCC,2
GDNF,1
NPFFR2,1
CRYGC,1
APOBEC3F,2
LRWD1,2
CAMSAP2,2
DUOXA2,0
TRAF3IP3,2
ZNF746,2
LTA,2
TPK1,2
TDRD15,1
CCNH,2
BCL10,2
RNASE13,0
CRIP2,2
FAM171A1,2
MNS1,2
PEX1,2
IL20RA,2
UNC13C,0
PRPF18,2
MGST3,2
PLS3,2
SRSF10,2
N4BP2L1,2
LARP4B,2
ESR2,2
PSTPIP2,2
IP6K2,2
LYPD6,1
BABAM2,2
LSM2,2
EIF2S2,2
VAMP1,2
SYNE3,2
BPGM,2
CYP26C1,1
POC1B,2
MFSD4A,0
CABS1,0
TLR8,2
HIST1H4C,2
SEPT5,2
ZFYVE21,2
AGAP2,2
PABPC1L2B,0
ZFP90,2
ZNF74,2
PARPBP,2
ATP9A,2
MTX1,2
CSTL1,1
ARHGEF33,1
NTMT1,2
RNF114,2
FBXO36,2
ANKRD20A2,0
IGDCC3,1
SCAMP4,2
SRD5A3,2
PITPNB,2
ZFP36L2,2
AKAP14,0
RPUSD3,2
METTL3,2
GLYR1,2
ADGRF3,2
DYRK1A,2
DPH3,2
TMEM79,2
AC069368.1,1
BORCS8-MEF2B,2
FGB,1
PIDD1,2
SOX7,2
ALG14,2
RAB37,2
STK32C,2
KLRD1,2
KCNJ18,1
SYT15,2
TRMT1,2
LNPEP,2
ITCH,2
XCR1,0
AMY2B,2
PNPLA1,1
AAGAB,2
PPP4R2,2
GTF2H3,2
SF3B4,2
ACTR3C,2
MAJIN,1
RRP36,2
IL17A,0
SCG3,0
ZNF573,2
MPI,2
ADAD2,2
PSMD9,2
M1AP,1
ZNF565,2
TTF2,2
EIF3F,2
RILPL1,2
ABCG5,1
PTPN21,2
MEIOC,2
EML3,2
FUZ,2
OCLM,2
CPSF4,2
DNAJC18,2
ZNF441,2
ZNF44,2
EXOC6,2
FABP12,0
PMP2,0
CYP2A6,0
EQTN,1
MSL2,2
PRR5,2
LAS1L,2
CYR61,2
WDR17,0
DQX1,2
EVX2,1
ATP8B1,2
PCDHGA9,2
SACS,2
CCDC144NL,1
HMG20B,2
AC020915.1,2
ATP6V0D2,1
HES1,2
MESP2,1
SPOUT1,2
COG3,2
GEMIN6,2
SPDL1,2
ZIK1,2
DLX4,2
ARHGAP8,2
LIMS2,2
MYH1,0
TMEM9,2
SEC14L2,2
MTERF1,2
KLRK1,2
UBD,1
ZNF860,2
SDR16C5,2
ZMIZ1,2
ATAD3A,2
KRT75,1
KCNJ2,2
ADCY8,0
LILRB1,2
ACY3,2
FGFBP2,1
AL035460.1,1
SOD2,2
ANKFN1,0
PPY,1
CDH18,1
DTX1,2
CYP8B1,0
AADACL2,0
ARMC7,2
USP47,2
MYOD1,0
HNRNPC,2
GSS,2
TBX19,2
RAB2B,2
PRSS23,2
MCHR2,1
MAGI2,2
TECTA,2
RFPL3S,1
CDH4,1
ZNF583,2
AC106782.1,0
FAM131A,2
C16ORF86,2
SUMO2,2
GPR173,2
DNAJB4,2
LMX1A,0
TMA16,2
ZNF705E,1
PRAG1,2
ID2,2
CREB3L1,2
ELK4,2
ANKHD1-EIF4EBP3,2
APOB,0
RNF19B,2
CACNG5,1
STK16,2
PHF14,2
COPS7B,2
IFRD2,2
IAH1,2
C1ORF141,0
ASMT,1
RALGDS,2
OR6C2,1
BEST4,2
HSPG2,2
GAS2L3,2
RNASE2,2
CADM3,0
C1S,2
CD19,1
AC091167.3,2
PIAS4,2
DSCR3,2
MESP1,0
TMEM204,2
METTL5,2
GGA1,2
THOC1,2
SEMA4C,2
WDR4,2
RIPK3,2
ORC3,2
SLC7A4,0
SLC39A5,2
EHMT2,2
PON2,2
HAAO,2
ROGDI,2
PCDHGB6,2
TWF2,2
RAB42,2
KCNK13,2
TMEM260,2
CCL25,1
BARX1,1
PPP5D1,2
SIM2,0
PLSCR2,1
FAM180A,2
JPT1,2
B3GALT5,0
FAM193A,2
ESAM,2
PASD1,1
CYB561A3,2
NKRF,2
TMEM154,2
SH2B2,2
LSM6,2
FRG2C,1
ELL2,2
ZCCHC17,2
SLC25A6,2
MED16,2
KIAA0368,2
FAT2,2
IL18R1,2
CNOT6L,2
CNTNAP4,1
CDIPT,2
CYP17A1,2
DAG1,2
TXN2,2
SLC13A3,2
ISM2,1
FCGR1A,2
USP35,2
VPS33A,2
PROKR2,0
INTS14,2
IKZF3,2
SFMBT1,2
MORC3,2
CEBPZOS,2
NXN,2
HOXA6,1
SPRR1A,0
NGF,1
GOLGA8H,2
SIGLEC14,2
PPIP5K1,2
ZNF492,0
CD40LG,0
RHPN2,2
SLC6A3,1
HOOK2,2
DNTTIP1,2
BMP4,2
CPD,2
NXNL2,1
TUBA3E,1
SIGLEC1,2
FCRL5,1
PLXNC1,2
SCAF8,2
SEPHS2,2
TMEM161A,2
TRAF3,2
SERPINA4,1
CATSPERG,2
SDCBP2,2
PDE6G,2
RAD51C,2
PECAM1,2
PLCG2,2
IGF2R,2
CD55,2
FAM110A,2
LIN37,2
ANKRD62,0
TBX21,2
GLTPD2,2
SEPT8,2
YTHDF1,2
GNB4,2
NEUROG3,0
ACSF2,2
NAA40,2
ALMS1,2
GABRQ,1
AKT1,2
RPSA,2
GABPB1,2
DHX16,2
ZNF837,2
CHMP4C,2
ARID4A,2
CNPY1,1
IL1RL2,2
GGN,2
DDX1,2
SLC45A2,0
CPSF6,2
TPP1,2
ELF1,2
C6ORF222,1
TRIM10,1
FEZ2,2
CLDN15,2
TPTE2,1
TXNDC15,2
CYB561D2,2
SUCNR1,2
SREK1IP1,2
NPC1,2
YTHDC1,2
CLDN24,1
UBE2D1,2
GLO1,2
CARD14,2
KDM3B,2
PPP2R2B,1
NAPB,2
SLC6A20,0
MAPK15,2
PHOSPHO1,2
AFF3,0
FUK,2
SPECC1,2
PEPD,2
MUM1L1,0
RIN1,2
C21ORF62,0
FAM196A,2
VPS26A,2
YARS2,2
SPTBN1,2
NMNAT2,2
UHMK1,2
NAA10,2
WDR89,2
ADM,2
SPR,2
TEX45,1
PEF1,2
SNRPD3,2
GCNT4,2
LIPC,1
RAB40AL,1
PDE5A,2
TACC1,2
TSEN34,2
MED20,2
TNFAIP1,2
ZKSCAN1,2
DENND1C,2
FBXO7,2
GLUD2,2
ZGPAT,2
SLC30A6,2
FLG,0
MTTP,0
ZAR1L,1
ALX3,1
LAMA2,2
SEZ6L,0
MAP1LC3B,2
CSRNP2,2
C17ORF107,2
PRKAR1B,2
SENP3,2
GPR37,2
GRASP,2
MAN2A2,2
TMPRSS11F,0
KRT80,2
DDX20,2
TAF11,2
LGR6,0
PPP1R13B,2
SATB2,2
ALKAL2,0
CDK11A,2
RIMKLB,2
MYBPHL,1
SRCIN1,2
NAA16,2
C11ORF95,2
GPHN,2
MCU,2
HIST1H4A,1
SFPQ,2
SAXO1,0
CTDSP1,2
SPATA6L,2
CYP27A1,0
VCPKMT,2
MEA1,2
MRPL44,2
LAX1,2
PHC3,2
NUDT3,2
ANKMY2,2
CUL4A,2
PIM2,2
JMJD1C,2
ST3GAL5,2
VWA5B2,1
TMEM60,2
CCDC88B,2
CLPB,2
FAM86B1,2
PELO,2
MOGAT3,1
AGAP5,2
TMBIM6,2
SAMD4A,2
RGL2,2
NAPEPLD,2
KDM5B,2
SRSF9,2
ERMP1,2
SLC39A3,2
PPP1R15A,2
C5ORF58,1
CSRP3,0
CYYR1,2
CCDC134,2
EFHD2,2
TES,2
MATN1,2
MMP23B,2
FUBP3,2
FBXO42,2
TTC9B,2
DAND5,1
MAPK4,0
NOL4L,2
C1GALT1,2
DPEP1,1
LTK,0
SLC51A,2
PAXX,2
ST3GAL1,2
RPL22,2
C9ORF172,2
OPRM1,1
KL,2
LIMS1,2
MRPS12,2
IL17REL,1
1-Mar,2
MRPL3,2
C7ORF43,2
EXO5,2
RBMX2,2
OLIG1,0
TRIM67,2
FAM71E2,1
FOXA1,0
FAM228B,2
PHF6,2
HIST1H2BG,2
NDUFAF6,2
WFIKKN2,0
GPM6A,0
TNKS2,2
C1QB,2
ITIH6,2
NPTX2,2
PCDHA3,0
AL049779.1,2
CTSF,2
NDUFA3,2
BPHL,2
GBP7,1
MAOA,2
CNKSR2,0
GAREM1,2
WIPI1,2
PTPRM,2
RPL26L1,2
KCNC2,0
ALDH16A1,2
RPS3A,2
SLC25A48,1
KIR2DL3,1
NIPSNAP3A,2
GNAT1,0
RNF103-CHMP3,2
NCAPD3,2
INSIG2,2
NDUFB8,2
UQCR11,2
FAAP20,2
GAGE2A,1
C1ORF167,1
AC005041.1,2
CNTN5,1
CARMIL1,2
TARDBP,2
TRIM37,2
COL4A3,0
KLK5,1
CA7,0
C7ORF50,2
ZFAND2A,2
SLC22A31,1
WDR86,2
KIAA1257,1
LAPTM5,2
C21ORF58,2
APOM,2
TUT1,2
C1QC,2
PCDHB1,0
KIAA1328,2
NPHS1,1
RIPPLY3,1
CERS4,2
PNO1,2
OGFOD2,2
SAXO2,2
UBR5,2
NNMT,2
IKBKB,2
DCLRE1C,2
TEX37,1
IRF6,2
AL583836.1,0
NSMF,2
DRC7,0
STAMBPL1,2
SAT2,2
FGF17,1
ZDHHC2,2
BCAR1,2
PLA2G2D,1
MRAS,2
ARHGAP5,2
SPACA6,2
ECHDC1,2
TTF1,2
TRA2A,2
PLEKHG3,2
RAPGEFL1,2
LRRC19,1
SNRK,2
PMFBP1,2
GSE1,2
TMEM74B,2
ZNF197,2
CALHM3,1
FAM149B1,2
LRRC74A,0
ACBD3,2
ANGPTL3,1
NEURL1B,2
MAGEF1,2
NLRP2B,0
NCF1,2
BLK,1
CYB5R2,2
PLEKHH3,2
STARD6,1
CAPNS2,0
NT5C3B,2
COG5,2
HPGDS,2
FASTKD1,2
ZNF345,2
SFXN2,2
PRDM9,1
C4ORF33,2
LHX4,2
HPCAL1,2
C16ORF90,1
KYAT1,2
SSFA2,2
PTGER1,1
HIST1H1C,2
MMRN2,2
CTSB,2
GLRX3,2
C2ORF66,2
FAM205A,1
RPL41,2
CYP2R1,2
GNAI2,2
CNST,2
AC007998.2,2
LIPG,2
PITPNM2,2
PJA1,2
DOK4,2
MYCBP2,2
TOR3A,2
FIGNL1,2
SLA,2
CLDN1,2
SIGLEC9,2
ADGRE3,2
COX8A,2
SLC43A1,2
BLOC1S1,2
ZNF35,2
ZNF250,2
B4GALT4,2
SLC16A12,2
PRPF39,2
RNF220,2
FAM163B,1
CR1L,1
MED6,2
SAMD15,2
ECI2,2
DPYS,0
MAPK12,2
COX14,2
IL21,1
DCTPP1,2
YPEL5,2
CTRB1,1
SUSD4,2
ZNF121,2
POMGNT1,2
CACNA1F,2
PTPRO,2
SF3A2,2
CCT2,2
SLC41A1,2
SUMF2,2
KPTN,2
PTGDR,2
AQP12B,0
SLC25A14,2
NLRP14,0
CNOT1,2
PIK3C3,2
VLDLR,2
SULT1C4,2
D2HGDH,2
DNAJB1,2
EAF2,2
CYBB,2
PSMD5,2
AFAP1,2
UBXN6,2
ARL4D,2
ATP11C,2
MIB1,2
C5ORF63,2
AGO3,2
NXT1,2
DSPP,1
DPH2,2
THEG,1
CBL,2
GLE1,2
PNPLA8,2
SLC35G3,1
SMIM19,2
FER1L6,0
INO80D,2
CCDC42,1
EXOC1L,0
PTRH2,2
ASPHD1,2
MPHOSPH10,2
MAGEB17,1
C15ORF39,2
KRT74,2
POLD3,2
SRFBP1,2
AGAP1,2
IFT46,2
NDUFA1,2
MRPL36,2
RNF185,2
VEPH1,0
C12ORF50,1
ATR,2
NEGR1,2
POLR2M,2
WNT6,2
KIAA1671,2
PHACTR3,1
ADAMTSL4,2
IKZF5,2
NLRP6,2
LUZP4,1
HNRNPR,2
C20ORF202,2
SAMSN1,2
MRPL28,2
CCDC151,0
C1ORF94,1
ZNF682,2
SDR39U1,2
TBC1D24,2
C16ORF95,2
FLT1,2
TVP23B,2
GFPT2,2
GHR,2
NDST1,2
ARV1,2
EIF1,2
RPS4X,2
HERC3,2
ACBD5,2
PTCD1,2
POU1F1,0
OXT,1
ZNF439,2
SLA2,2
FBXL18,2
USP1,2
SCD,2
COX18,2
TRIM24,2
AC025283.2,2
TNFSF12,2
MCOLN2,2
STARD8,2
TBX20,1
TUBAL3,2
HCK,2
PRSS21,1
AC011479.1,2
PRICKLE2,2
LLGL1,2
CCDC89,2
PIGG,2
NOL9,2
ZDHHC9,2
DTX3,2
MYMX,2
RIF1,2
ESYT1,2
SIRT4,2
ANO7,2
POMGNT2,2
SLC10A7,2
PLK3,2
ADGRB1,1
ORAI3,2
RASA3,2
MARK2,2
TERF2IP,2
FAM83H,2
HAS3,2
LGSN,1
AHCTF1,2
CDH10,0
BTN1A1,1
KLK14,1
TDRD9,1
LRRC74B,0
DNAJB12,2
GOLGA8N,2
SNX22,2
CAMK1D,2
BVES,2
AGRP,1
CTTNBP2NL,2
PLCD1,2
MELTF,2
PRND,1
GPRC5D,1
STX17,2
SLC25A2,1
CCDC113,2
INO80B,2
PSD,2
EIF1B,2
SH3BP1,2
KCNK1,2
DHX34,2
CAND1,2
RGS2,2
HFM1,0
DYRK3,2
RWDD4,2
KCNN4,2
DNAJC8,2
CCDC9,2
ITGB2,2
TNNI3,1
NTN1,2
AKR1C4,1
MED11,2
FBXO24,2
MFSD1,2
PNMT,0
UGT2B11,0
CXORF65,2
GNB3,2
GABRG3,1
CPB2,1
ARL2-SNX15,1
TYW5,2
VCAM1,1
IFFO2,2
MACF1,2
TMEM159,2
CRB3,2
ERCC2,2
IL1RAP,2
ZNF454,2
SNF8,2
TEX48,1
SLX1A,1
NUCKS1,2
NANP,2
OR5M11,1
ZNF254,2
CGB2,1
TNFSF9,2
SLC4A10,0
CCDC25,2
RIOK1,2
KIR3DL3,1
SNX19,2
CRX,1
TMEM127,2
PRKCE,2
ZFYVE26,2
KLF14,1
FAF2,2
CDAN1,2
ATG13,2
MTRNR2L3,2
RASA4,2
METTL1,2
IDO2,2
FXR2,2
FAM53C,2
NT5DC1,2
TFPI,2
HBA1,0
SLCO4C1,0
ICE1,2
RNF152,2
CDK7,2
GATAD2A,2
ZFPM1,2
PRR9,1
GP6,2
DIP2B,2
LMLN,2
MED14OS,2
TMCC2,2
SESN3,2
DNHD1,2
LCN15,0
KCTD9,2
ZMYM2,2
LRRC45,2
ATG12,2
AKNAD1,2
NANOG,1
ARMC4,0
MMP7,0
TIMMDC1,2
GRIN2C,2
ACTA2,2
HLCS,2
APIP,2
YARS,2
MOB3C,2
STEAP4,0
DAPK3,2
CYP1A1,0
RCN2,2
FBXO22,2
NDUFAF4,2
FAM163A,1
DENR,2
CCHCR1,2
TRAF3IP1,2
TMEM30B,2
SH2B1,2
RRP7A,2
ZNF658,2
UQCRQ,2
KCNH4,2
TUBGCP3,2
PLEKHO1,2
CERS6,2
GOLGA2,2
RBMXL1,2
LCK,2
SH3RF2,2
MYH8,0
WARS2,2
REC114,1
IL2RG,2
LIN7C,2
ERAS,1
GOPC,2
LCP2,2
ASIC5,1
FTH1,2
FERMT3,2
CHMP6,2
AP2B1,2
UBASH3B,2
LRTM2,1
ANKRD27,2
C12ORF76,2
UGT2B7,0
OR9A4,1
SEMA4A,2
RFX3,2
CAP1,2
POU3F1,2
TBCK,2
CLEC2B,2
ZRANB3,2
GALNT1,2
MAGEB1,1
BEND4,1
PPP2R3B,2
PCYOX1L,2
KHDRBS3,2
MR1,2
KIAA1324L,2
NOCT,2
AC008758.6,2
ZFYVE16,2
AGA,2
STARD3NL,2
TAS2R60,1
MRM3,2
HDGFL2,2
LRRC27,2
PAFAH1B2,2
PCDHGA5,2
DUOX2,0
HTR1B,2
TLR4,2
MICALL1,2
DTD1,2
TMEM43,2
SLC4A2,2
RSPH14,2
VPS13A,2
ZNF383,2
CRYGN,1
LETM1,2
KIF1A,1
CCDC177,1
DIP2C,2
FOXA2,1
RPL4,2
PI4K2A,2
COQ5,2
TM4SF1,2
IHH,0
FBXW5,2
TRAPPC13,2
MLF1,2
LYRM4,2
CCDC50,2
AC068946.1,2
AC011462.1,2
UPB1,1
CYB5D1,2
GDPD1,2
BBOX1,2
BCAP31,2
CNBD1,1
FASTKD2,2
UBAC2,2
GFER,2
ZCCHC12,2
SCYL1,2
ANKRD34A,2
MESD,2
ZNF660,2
LIPM,2
ZNF595,2
PTPN13,2
PANX2,2
CCDC137,2
P2RY6,2
SERPINE3,2
ZYG11A,1
FSCN2,2
PLXNB1,2
SP1,2
FP565260.6,2
SULT1A3,1
TSPOAP1,2
C5ORF38,2
ENTPD1,2
MRPL53,2
COA7,2
C1ORF56,2
SLC8B1,2
RNF41,2
MYBPC3,2
KHDC3L,1
MT4,0
WDFY3,2
RDH13,2
TXNL4B,2
NOC4L,2
BAG4,2
ZDHHC20,2
AC092042.3,0
PPT2,2
MOB1A,2
SPDYE5,2
CYP2C9,0
NEIL1,2
CX3CL1,2
PRKAB1,2
SLC26A5,1
MED21,2
BRD4,2
HNRNPLL,2
F8A1,2
CYP26A1,1
FBXL19,2
ADORA2A,2
GABRA5,1
TMEM199,2
HEATR1,2
C9ORF72,2
AP1S3,2
RNF32,2
PIK3AP1,2
OVOL1,2
HSPA9,2
BBS9,2
UBE4A,2
TRPM1,0
FAM171B,2
C11ORF45,2
GATA3,2
OR6T1,1
ADAMTS9,2
RPL9,2
SIGLEC10,2
TMEM169,2
ACSBG2,2
GPD2,2
SERINC5,2
RPA1,2
SELL,2
RNH1,2
CSNK1G2,2
CNTNAP1,2
DBN1,2
MMP20,1
CCDC144A,1
MARCKS,2
CORO2B,2
PRR12,2
NCOA3,2
CASKIN2,2
TCF20,2
KCNJ4,1
PACSIN1,2
ANKRD50,2
DUSP6,2
AC010547.5,0
GLT8D2,2
NFU1,2
TMEM106B,2
COG7,2
CLEC4M,1
FOCAD,2
DUSP10,2
AAED1,2
PTPN18,2
LURAP1,2
WDR61,2
PXDNL,2
INSM1,1
WDR13,2
UGT2A1,0
MGAT2,2
ZDHHC22,0
ZC4H2,2
LYPD6B,2
OSTF1,2
ZNF146,2
ST3GAL3,2
PRDM12,2
IL2RB,2
MMP2,2
GTPBP4,2
CPNE2,2
HKR1,2
PTGIR,2
PHYHD1,0
UBN1,2
CACHD1,2
LYPD4,1
NTHL1,2
FBXO38,2
TBC1D29,1
CMTM4,2
MXRA7,2
TMEM161B,2
C6ORF203,2
SFSWAP,2
MRPL11,2
MDN1,2
DENND5A,2
C14ORF28,2
PLCD3,2
POLE4,2
ZBBX,0
TRMT2A,2
APPBP2,2
FRAT1,2
ADRA2A,2
ALLC,0
DPH1,2
PCDH9,0
CYP4F2,1
HCAR1,0
SLCO3A1,2
CYBA,2
DTX4,2
AL138752.2,2
BLZF1,2
CENPS-CORT,2
MON2,2
TMA7,2
TRIM9,2
CCL17,2
TTC16,2
KIF3B,2
USP33,2
SLC38A2,2
LSM12,2
NTN3,1
MED7,2
CD247,2
IVD,2
HEATR9,1
RIOX2,2
SLC7A10,0
PRRX2,2
LRRC75B,2
PRKCH,2
AC006269.1,1
BTG3,2
SLC4A11,2
PTP4A2,2
SRM,2
DEFB126,1
CERS1,0
CEP70,2
CHST8,2
FOXG1,1
FCGR3B,1
GPRIN2,2
SDHAF4,2
NANOS1,2
SHE,2
SIGLEC5,2
VEZF1,2
WASF2,2
AGER,2
ARHGAP40,0
ZNF69,2
HSD17B12,2
CYP2C19,0
NCAN,1
ERGIC2,2
FHDC1,2
KCNJ8,2
FAM114A1,2
IRX5,2
BAIAP2,2
SEC22B,2
FAM57A,2
PPFIBP1,2
RANBP10,2
C11ORF74,2
TOR4A,2
PAPD4,2
CORT,2
S100A5,2
TOMM20L,2
KAZALD1,2
KAT6B,2
CDC42EP3,2
NAV3,2
COLQ,2
KRTAP5-9,1
EFEMP1,2
FASTKD5,2
LCE1E,1
UNC93A,0
TMEM230,2
SIRT3,2
NOP58,2
TMEM135,2
NIT2,2
ZNF571,2
PCDHB11,2
AC011530.1,0
MAN2B1,2
NUP160,2
C1GALT1C1,2
MMP25,2
GSC2,1
SELENOP,2
RYK,2
PABPC4,2
MYO15A,2
KIAA1614,2
RAB11FIP2,2
RBMS1,2
SPICE1,2
ZNF76,2
BMP5,0
C9ORF78,2
PGLYRP2,1
FRYL,2
AGGF1,2
IFT20,2
ZNF286A,2
TAF4B,2
ZBTB49,2
BPIFB3,0
ERBIN,2
ZIC4,1
UTP3,2
C3ORF38,2
IDH1,2
N6AMT1,2
CFAP53,2
ANKDD1A,2
DDX31,2
LBH,2
CES4A,2
SPTLC2,2
FKTN,2
LCE1D,1
RPS27L,2
ING3,2
PDCL,2
KCNK3,2
LRRTM4,0
RBM41,2
FSIP2,2
TMEM208,2
AC244517.10,1
RAD51AP2,2
GABRR1,1
CPNE5,2
GAP43,1
DCDC2B,2
UBE2O,2
CYTH3,2
ADM5,2
NEFM,1
PGP,2
SPAAR,2
LRRC63,2
DIAPH2,2
DHRS3,2
RTL5,2
TRA2B,2
C6ORF136,2
EPB42,2
TJP2,2
SRSF4,2
SPOCK2,2
C2ORF15,2
NME7,2
CDK19,2
PABPC5,2
LY6G5B,2
G6PD,2
IGFALS,0
MLLT11,2
TRIM8,2
EIF1AX,2
EPPK1,2
UGCG,2
CRY1,2
SRRT,2
SUB1,2
KIAA1551,2
KATNA1,2
RAD18,2
AICDA,1
